rid,city,candidate,gender,party,votes,total,won,year,position
MIMAROPA,MARINDUQUE,"RIVAMONTE, MIGUEL P.",0,INDEPENDENT,4336,97031,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,MARINDUQUE,"VASQUEZ, MANUEL M.",0,INDEPENDENT,3454,97031,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,MARINDUQUE,"MENDOZA, CENON R.",0,INDEPENDENT,3407,97031,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,MARINDUQUE,"JAVIER, LUIS V.",0,INDEPENDENT,2598,97031,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,MARINDUQUE,"PELAEZ, GENEROSA JR. P.",0,INDEPENDENT,2386,97031,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,MARINDUQUE,"REY, NELSON P.",0,KBL,2376,97031,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,MARINDUQUE,"MAYO, JOSE Z.",0,LAKAS-NUCD,2002,97031,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,MARINDUQUE,"CATAMIO, JUANITO S.",0,INDEPENDENT,1646,97031,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,MARINDUQUE,"GONZALES, GENEROSO G.",0,NP,1255,97031,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,MARINDUQUE,"REYES, CARMENCITA O.",0,LDP,37608,64257,1,1992,Lone District Representative
MIMAROPA,MARINDUQUE,"LECAROZ, FRANCISCO M.",0,NPC,22721,64257,0,1992,Lone District Representative
MIMAROPA,MARINDUQUE,"JAMILLA, SALVADOR B.",0,LAKAS-NUCD,3928,64257,0,1992,Lone District Representative
MIMAROPA,MARINDUQUE,"LECAROZ, ROSA E.",0,NPC,17389,62787,1,1992,Vice-Governor
MIMAROPA,MARINDUQUE,"PIZARRO, TOMAS N.",0,KBL,15820,62787,0,1992,Vice-Governor
MIMAROPA,MARINDUQUE,"PRECLARO, FRANCISCO A.",0,LDP,11223,62787,0,1992,Vice-Governor
MIMAROPA,MARINDUQUE,"MENDOZA, RUBEN V.",0,INDEPENDENT,8275,62787,0,1992,Vice-Governor
MIMAROPA,MARINDUQUE,"DAQUIOAG, ZENAIDA L.",0,LAKAS-NUCD,7758,62787,0,1992,Vice-Governor
MIMAROPA,MARINDUQUE,"RIVERA, FRANCISCO S.",0,PMP,2322,62787,0,1992,Vice-Governor
MIMAROPA,OCCIDENTAL MINDORO,"REBONG, ANTONIO D.",0,LDP,20585,116773,1,1992,1st District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"IGNACIO, BIENVENIDO C.",0,LDP,10926,116773,1,1992,1st District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"LIBORO, MILAGROS V.",0,LAKAS-NUCD,10492,116773,1,1992,1st District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"LEGASPI, ROCKY D.",0,LDP,9090,116773,1,1992,1st District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"ULAYAO, FLORENDO R.",0,NPC,8830,116773,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"TRIA, CARLOS A.",0,LDP,6797,116773,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"BLEZA, FELIX N.",0,LAKAS-NUCD,6761,116773,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"PARAS, RODOLFO O.",0,LAKAS-NUCD,6384,116773,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"SANCHEZ, JONATHAN F.",0,KBL,6079,116773,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"ALMERO, ELISEO T.",0,NPC,5358,116773,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"JARAVATA, ARSENIO F.",0,LAKAS-NUCD,5323,116773,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"ORDENES, LEONIDES O.",0,NPC,5084,116773,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"FLORES, BERNABE R.",0,INDEPENDENT,4169,116773,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"ABELEDA, EDUARDO G.",0,NP,3678,116773,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"SALVO, RUBEN D.",0,LDP,3086,116773,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"COSI, MANOLO E.",0,LP-PDP,2402,116773,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"GARILLO, MANUEL A.",0,NP,605,116773,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"BRONDIAL, SIXTO V.",0,KBL,576,116773,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"DIAZ, MANUEL V.",0,KBL,548,116773,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"CAMANDANG, VICENTE L.",0,LDP,17856,129327,1,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"VILLAROSA, ANITA A.",0,LDP,15527,129327,1,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"ATIENZA, RAMON M.",0,LDP,13088,129327,1,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"FESTIN, ROMULO M.",0,LDP,12499,129327,1,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"PALOMAR, ERIBERTO R.",0,LAKAS-NUCD,11189,129327,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"LANADA, HENRY L.",0,NPC,7916,129327,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"CASTILLO, PERLA A.",0,LAKAS-NUCD,7489,129327,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"JAVIER, SANTIAGO SR. P.",0,LAKAS-NUCD,7232,129327,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"SALAZAR, VIRGILIO B.",0,NP,5136,129327,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"FLORENDO, JULIUS G.",0,LP-PDP,3712,129327,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"BALATICO, ARSENIO N.",0,KBL,3618,129327,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"RESTOR, ALEXANDER A.",0,NP,3487,129327,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"CASUNCAD, SYLVIO P.",0,NP,3417,129327,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"DE LA CRUZ, JAIME E.",0,KBL,2972,129327,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"ELVENA, ANICETO -",0,-,2936,129327,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"TAPALES, JESUS A.",0,NP,2876,129327,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"GARCIA, MARLIE B.",0,PDP,1439,129327,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"BAUTISTA, FERNANDO L.",0,PDP,1422,129327,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"PAGSUGUIRON, EPENITO R.",0,NPC,1310,129327,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"DE LA SERNA, NICASIO M.",0,NP,1273,129327,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"MINA, EUFEMIO V.",0,LP-PDP,1129,129327,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"NICOLAS, PEREGRINO C.",0,KBL,1060,129327,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"ROTAIRO, RODOLFO A.",0,LP,744,129327,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,OCCIDENTAL MINDORO,"VILLAROSA, JOSE T.",0,LDP,39635,77749,0,1992,Lone District Representative
MIMAROPA,OCCIDENTAL MINDORO,"MENDIOLA, MARIO GENE F.",0,NPC,25201,77749,0,1992,Lone District Representative
MIMAROPA,OCCIDENTAL MINDORO,"JARAVATA, ERNESTO F.",0,NP,10499,77749,0,1992,Lone District Representative
MIMAROPA,OCCIDENTAL MINDORO,"RAMOS, EUFRONCINO Z.",0,LP,2414,77749,0,1992,Lone District Representative
MIMAROPA,OCCIDENTAL MINDORO,"PEREZ, CRISPIN  JR. P.",0,LDP,30860,71109,1,1992,Vice-Governor
MIMAROPA,OCCIDENTAL MINDORO,"OVALLES, JULIA D.",0,LAKAS-NUCD,20738,71109,0,1992,Vice-Governor
MIMAROPA,OCCIDENTAL MINDORO,"CAJAYON, RODOLFO A.",0,NPC,15077,71109,0,1992,Vice-Governor
MIMAROPA,OCCIDENTAL MINDORO,"GAGTAN, EDGARDO J",0,KBL,2443,71109,0,1992,Vice-Governor
MIMAROPA,OCCIDENTAL MINDORO,"DOMINGO, RIZALINO T.",0,LP-PDP,1124,71109,0,1992,Vice-Governor
MIMAROPA,OCCIDENTAL MINDORO,"PIMENTEL, SAMLEON SR. S.",0,LP-PDP,867,71109,0,1992,Vice-Governor
MIMAROPA,ORIENTAL MINDORO,"APASAN, IRENEO A.",0,LP,31509,303223,1,1992,1st District Sangguniang Panlalawigan
MIMAROPA,ORIENTAL MINDORO,"LEYNES, JOSE C.",0,LP/PDP,30490,303223,1,1992,1st District Sangguniang Panlalawigan
MIMAROPA,ORIENTAL MINDORO,"CUETO, CESAREO M.",0,LP,28320,303223,1,1992,1st District Sangguniang Panlalawigan
MIMAROPA,ORIENTAL MINDORO,"MANZO, DANTE A.",0,LDP,26936,303223,1,1992,1st District Sangguniang Panlalawigan
MIMAROPA,ORIENTAL MINDORO,"MARASIGAN, REMEDIOS E.",0,LDP,26703,303223,1,1992,1st District Sangguniang Panlalawigan
MIMAROPA,ORIENTAL MINDORO,"LEIDO, JOSE P.",0,LDP,25661,303223,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,ORIENTAL MINDORO,"PETIZANAN, DOMINADOR U.",0,LDP,25328,303223,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,ORIENTAL MINDORO,"BASA, CARMELO T.",0,LP/PDP LABAN,19842,303223,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,ORIENTAL MINDORO,"GARING, SILVERIO R.",0,LDP,19384,303223,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,ORIENTAL MINDORO,"RIVERA, ANTONIO A.",0,LP/PDP LABAN,17887,303223,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,ORIENTAL MINDORO,"ZULUETA, GAUDENCIO C.",0,INDEPENDENT,11762,303223,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,ORIENTAL MINDORO,"ARELLANO, MANUEL SR. A.",0,NPC/PP,7554,303223,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,ORIENTAL MINDORO,"VILLEGAS, MANUEL C.",0,INDEPENDENT,5377,303223,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,ORIENTAL MINDORO,"ABACA, GODOFREDO P.",0,KBL,5198,303223,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,ORIENTAL MINDORO,"LUTELLA, EMMANUEL E.",0,NPC/PP,3765,303223,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,ORIENTAL MINDORO,"MORENO, CLARITO G.",0,LAKAS-NUCD,3725,303223,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,ORIENTAL MINDORO,"LASQUITE, RODOLFO B.",0,NPC/PP,3672,303223,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,ORIENTAL MINDORO,"DARM, NELITA C.",0,INDEPENDENT,3146,303223,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,ORIENTAL MINDORO,"DIONISIO, PERFECTO R.",0,NP,2499,303223,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,ORIENTAL MINDORO,"CAUNCERAN, ANDRES L.",0,NPC/PP,2290,303223,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,ORIENTAL MINDORO,"AGUILAR, FELIX A.",0,NP,2175,303223,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,ORIENTAL MINDORO,"LEVISTE, RENATO V.",0,NP,46779,86766,1,1992,1st District Representative
MIMAROPA,ORIENTAL MINDORO,"IGNACIO, ROLLEO L.",0,LAKAS-NUCD,39987,86766,0,1992,1st District Representative
MIMAROPA,ORIENTAL MINDORO,"ANASTACIO, BAYANI C.",0,NPC/PP,34004,223106,1,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,ORIENTAL MINDORO,"ANDAYA, MANUEL C.",0,LDP,26890,223106,1,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,ORIENTAL MINDORO,"BUENAVENTURA, EMMANUEL S.",0,LP/PDP LABAN COALITION,21579,223106,1,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,ORIENTAL MINDORO,"DAKIS, VIOLETA D.",0,LDP,18656,223106,1,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,ORIENTAL MINDORO,"ENRIQUEZ, JOSE  SR. A.",0,LDP,16836,223106,1,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,ORIENTAL MINDORO,"CHENG, ISIDRO O.",0,PDP/NP/LP COAL,16499,223106,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,ORIENTAL MINDORO,"TOLENTINO, LUDOVICO A.",0,LP/PDP LABAN,13363,223106,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,ORIENTAL MINDORO,"DIMAPILIS, FRISCO O.",0,LDP,13217,223106,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,ORIENTAL MINDORO,"MAULION, JOSE C.",0,LDP,13051,223106,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,ORIENTAL MINDORO,"YUMANG, VIRGILIO C.",0,PDP,12861,223106,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,ORIENTAL MINDORO,"MORENTE, ROSALINDO G.",0,LP/PDP LABAN,10550,223106,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,ORIENTAL MINDORO,"SUAREZ, LUCIO JR. T.",0,LP,9712,223106,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,ORIENTAL MINDORO,"CASTILLO, ROMEO M.",0,NPC/PP,8368,223106,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,ORIENTAL MINDORO,"FAROL, ENGELBERTO A.",0,NPC/PP,6174,223106,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,ORIENTAL MINDORO,"SISON, FERDINAND P.",0,NPC,954,223106,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,ORIENTAL MINDORO,"JACOLBIA, ATENIDO A.",0,LDP/LAKAS-NUCD,298,223106,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,ORIENTAL MINDORO,"FLORENCONDIA, FELIX A.",0,PRP,94,223106,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,ORIENTAL MINDORO,"PUNZALAN, JESUS M.",0,LDP,28436,68294,1,1992,2nd District Representative
MIMAROPA,ORIENTAL MINDORO,"UMALI, REYNALDO V.",0,NPC,14759,68294,0,1992,2nd District Representative
MIMAROPA,ORIENTAL MINDORO,"BALDOS, EMELINA L.",0,LP,13507,68294,0,1992,2nd District Representative
MIMAROPA,ORIENTAL MINDORO,"MALIWANG, SERGIO S.",0,LAKAS-NUCD,11592,68294,0,1992,2nd District Representative
MIMAROPA,ORIENTAL MINDORO,"REYES, PEDRITO A.",0,LDP,70618,140724,1,1992,Vice-Governor
MIMAROPA,ORIENTAL MINDORO,"VILLANUEVA, EFREN D.",0,LP/PDP LABAN,70106,140724,0,1992,Vice-Governor
MIMAROPA,PALAWAN,"ARZAGA, WINSTON G.",0,LDP,21600,180426,1,1992,1st District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"ZABALA, JOSE D.",0,LDP,20650,180426,1,1992,1st District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"ACOSTA, ROSALINO R.",0,LDP,19914,180426,1,1992,1st District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"ORDOÑEZ, NAPOLEON F.",0,LDP,17792,180426,1,1992,1st District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"CADLAON, ROSALITO A.",0,LDP,11906,180426,1,1992,1st District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"GACAYAN, FELIMON G.",0,INDEPENDENT,10117,180426,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"TORRES, EXEQUIL B.",0,NPC,9740,180426,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"YAYEN, DANIEL -",0,NPC,8128,180426,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"CAYABO, MAGNIFICO V.",0,NPC,7567,180426,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"TIMBANCAYA, PEDRO P.",0,NPC,7047,180426,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"CAABAY, ROLANDO B.",0,LAKAS-NUCD,6782,180426,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"RODRIGUEZ, ANGELA T.",0,LAKAS-NUCD,5481,180426,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"GARCIA, BENJAMIN S.",0,NPC,5328,180426,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"BACOSA, ROMEO B.",0,LP/PDP COAL,5231,180426,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"ARIAS, EDGARDO S.",0,KBL,3318,180426,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"BORJA, RAMON P.",0,KBL,3033,180426,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"MAGBANUA, ANTONIO N.",0,LAKAS-NUCD,2835,180426,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"DACUAN, GONZALO JR. R.",0,INDEPENDENT,2718,180426,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"LACANDAZO, ALEXANDER SR. P.",0,INDEPENDENT,2609,180426,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"BENITADO, LUDOVICO C.",0,INDEPENDENT,2126,180426,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"CRUZ, RICARDO Y.",0,LAKAS-NUCD,1744,180426,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"GONZALES, GONZALO H.",0,LAKAS-NUCD,1479,180426,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"REGALADO, PABLO B.",0,KBL,1324,180426,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"BUNCAG, MARCOS D.",0,KBL,1077,180426,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"RODRIGUEZ, WALTER V.",0,KBL,880,180426,0,1992,1st District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"PONCE DE LEON, DAVID A.",0,LDP,40394,55342,1,1992,1st District Representative
MIMAROPA,PALAWAN,"MADARCOS, BONIFACIO M.",0,NPC,10965,55342,0,1992,1st District Representative
MIMAROPA,PALAWAN,"FERNANDEZ, RAYMUNDO C.",0,KBL,1503,55342,0,1992,1st District Representative
MIMAROPA,PALAWAN,"RODRIGUEZ, VICENTE O.",0,LAKAS-NUCD,1485,55342,0,1992,1st District Representative
MIMAROPA,PALAWAN,"PAY, ROLAND E.",0,LP,995,55342,0,1992,1st District Representative
MIMAROPA,PALAWAN,"BAACO, ANDRES B.",0,LDP,29740,305692,1,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"PENEYRA, NELSON P.",0,LDP,29170,305692,1,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"BARROMA, CIPRIANO C.",0,INDEPENDENT,23919,305692,1,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"ORDINARIO, CLARO E.",0,LDP,23215,305692,1,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"LLACUNA, ERNESTO A.",0,LDP,22401,305692,1,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"GARCELLANO, REY L.",0,NPC/PP,18257,305692,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"DAVID, GENER M.",0,LDP,17029,305692,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"UMANDAP, SAMUEL R.",0,INDEPENDENT,15863,305692,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"YARA, MARTIN SR. B.",0,NPC/PP,14333,305692,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"ESPANOLA, PABLO L.",0,NPC/PP,12505,305692,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"BACOSA, JESSICA M.",0,KBL,8340,305692,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"BERMEJO, ELVIRA T.",0,LAKAS-NUCD,8285,305692,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"USMAN, JESUS C.",0,INDEPENDENT,8124,305692,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"BADIDIL, ABDURASAD JR. T.",0,INDEPENDENT,7485,305692,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"NARRAZID, AMORSOLO Y.",0,INDEPENDENT,6387,305692,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"JAGMIS, ALEXANDER T.",0,NPC/PP,6315,305692,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"TABANG, DOMINGO T.",0,KBL,6271,305692,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"TAN, CARLOS S.",0,KBL,5875,305692,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"PASAMONTE, OCTAVIOUS E.",0,INDEPENDENT,5316,305692,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"LIBAO, ROGELIO S.",0,LAKAS-NUCD,4890,305692,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"BALDEVIESO, RICARDO C.",0,LAKAS-NUCD,4472,305692,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"BANDAHALA, NASSER -",0,NPC/PP,4384,305692,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"MANZUL, STEVE P.",0,LAKAS-NUCD,3839,305692,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"CARIM, LAMBRY Y.",0,LAKAS-NUCD,3636,305692,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"CAABAY, JORGE C.",0,KBL,3574,305692,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"ALAM, TAWASIR S.",0,INDEPENDENT,2918,305692,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"BACOLOD, RUDY O.",0,KBL,2545,305692,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"TAHA, ALMIN A.",0,INDEPENDENT,1954,305692,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"BONBON, GUILLERMO A.",0,INDEPENDENT,1778,305692,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"BA-ALAN, FRANCISCO JR. S.",0,KBL,1121,305692,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"MARTINEZ, GUNDER L.",0,LP/PDP LABAN,1102,305692,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"DACUAN, RESTITUTO R.",0,NP,401,305692,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"USTARES, PERFECTO T.",0,INDEPENDENT,248,305692,0,1992,2nd District Sangguniang Panlalawigan
MIMAROPA,PALAWAN,"ABUEG, ALFREDO AMOR  JR. E.",0,LDP,37394,85047,1,1992,2nd District Representative
MIMAROPA,PALAWAN,"NOLLEDO, JOSE N.",0,INDEPENDENT,32709,85047,0,1992,2nd District Representative
MIMAROPA,PALAWAN,"ABIOG, ELVIRA S.",0,LAKAS-NUCD,7169,85047,0,1992,2nd District Representative
MIMAROPA,PALAWAN,"PONCE DE LEON, WALFREDO R.",0,NPC,5133,85047,0,1992,2nd District Representative
MIMAROPA,PALAWAN,"BOLIVAR, ROGELIO J",0,KBL,2642,85047,0,1992,2nd District Representative
MIMAROPA,PALAWAN,"REYES, MARIO JOEL T.",0,LDP,48156,136015,1,1992,Vice-Governor
MIMAROPA,PALAWAN,"PAREDES, TELESFORO C.",0,NPC,39105,136015,0,1992,Vice-Governor
MIMAROPA,PALAWAN,"TAN, VICENTE C.",0,INDEPENDENT,21070,136015,0,1992,Vice-Governor
MIMAROPA,PALAWAN,"CAABAY, NILO Z.",0,INDEPENDENT,18418,136015,0,1992,Vice-Governor
MIMAROPA,PALAWAN,"EDUALINO, EUSTACIO Q.",0,LAKAS-NUCD,5298,136015,0,1992,Vice-Governor
MIMAROPA,PALAWAN,"ENOJAS, REY B.",0,KBL,3449,136015,0,1992,Vice-Governor
MIMAROPA,PALAWAN,"MADARCOS, ISAAC C.",0,INDEPENDENT,519,136015,0,1992,Vice-Governor
CALABARZON,QUEZON,"TALAGA, CLARO Y.",0,LDP,28951,168224,1,1992,1st District Sangguniang Panlalawigan
CALABARZON,QUEZON,"MAGSINO, CESAR V.",0,NPC/PP,26523,168224,1,1992,1st District Sangguniang Panlalawigan
CALABARZON,QUEZON,"LOO, EDELYN A.",0,LP,22293,168224,0,1992,1st District Sangguniang Panlalawigan
CALABARZON,QUEZON,"MEDENILLA, ROSENIO B.",0,LAKAS-NUCD,20675,168224,0,1992,1st District Sangguniang Panlalawigan
CALABARZON,QUEZON,"SUMILANG, WALFREDO J",0,PDP,20508,168224,0,1992,1st District Sangguniang Panlalawigan
CALABARZON,QUEZON,"POTES, BALBINO O.",0,LDP,17530,168224,0,1992,1st District Sangguniang Panlalawigan
CALABARZON,QUEZON,"MENDOZA, ARSENIO L.",0,LP-PDP,16874,168224,0,1992,1st District Sangguniang Panlalawigan
CALABARZON,QUEZON,"CALAMIGAN, JOHN BUNYAN D.",0,NPC/PP,9549,168224,0,1992,1st District Sangguniang Panlalawigan
CALABARZON,QUEZON,"MERCURIO, RUFINO M.",0,NP,3879,168224,0,1992,1st District Sangguniang Panlalawigan
